time,speedX,speedY,speedZ,angle,damage,rpm,trackPos,steering,accel,brake,reward,loss,
23:37;12-15-16,-0.0011401066184,2.29630339891e-05,7.66023310522e-05,0.000448761759435,0.0,0.0942478027344,-0.000169848994119,0.0367852416333,0.385816766794,-0.0628065567491,-0.342455773107,0.265830695629,
23:37;12-15-16,-0.00174898326397,4.56146678577e-05,-0.000102881000688,0.000405656370371,0.0,0.0942478027344,-0.000133132998599,-0.0741382824138,0.616491621677,-0.164171504809,-0.525293396071,0.020379005,
23:37;12-15-16,0.00115295668443,-3.28500010073e-05,3.05453004936e-05,0.000292124084216,0.0,0.0942478027344,-0.000151443004142,-0.268178723383,0.548849060667,-0.0380244418986,0.345517038922,0.540721237659,
23:37;12-15-16,0.00428369998932,4.78013325483e-05,0.000382863332828,0.000354052062505,0.0,0.0942478027344,-0.000169848994119,-0.148089761846,0.520838772493,-0.0894690442426,1.28346151568,1.06532478333,
23:37;12-15-16,0.0072842001915,1.6828100197e-05,0.000364443336924,0.00020166221622,0.0,0.0942478027344,-0.000121211996884,0.499027709392,0.416340353412,-0.192802002718,2.18361022781,1.62987732887,
23:37;12-15-16,0.0104030330976,4.71093319356e-05,0.000721290012201,2.19526683926e-05,0.0,0.0942478027344,-4.21523982368e-05,0.0296546893717,0.589557626603,-0.0668117965242,3.12056320049,2.33665251732,
23:37;12-15-16,0.0160865672429,-0.000230047007402,0.00112931003173,0.000660195455182,0.0,0.0942478027344,-0.00057353999,0.207893887823,0.537776864222,-0.176253079923,4.81318234065,4.12872600555,
23:37;12-15-16,0.0211112674077,-0.00108515997728,0.00126148333152,0.00389801363928,0.0,0.0984179992676,-0.00382728991099,0.100066226633,0.51562973966,-0.0635382597812,6.23110879987,6.5493683815,
23:37;12-15-16,0.0260855007172,-0.000704483340184,0.001555009981,0.00645626449698,0.0,0.0942478027344,-0.0073862997815,0.332549104848,0.397609261141,-0.00871157896647,7.60752094429,9.36501312256,
23:37;12-15-16,0.0292676321665,0.00252346336842,0.00197561661402,-0.00118971863956,0.0,0.0942478027344,-0.0018756899517,-0.0478891652259,0.489070052415,-0.146224690577,8.73094225736,11.9985427856,
23:37;12-15-16,0.0350543340047,0.000166892670095,0.00228159666061,-0.00268962645255,0.0,0.153647998047,0.000473213003716,-0.00335845576561,0.442257101412,-0.0949230813908,10.4220892931,15.0051412582,
23:37;12-15-16,0.0401209990184,0.00143980662028,0.002347676754,-0.00761054894503,0.0,0.159392004395,0.00675259018317,0.00232831804496,0.237505673352,-0.173964293594,11.6638315716,17.8212852478,
23:37;12-15-16,0.045843334198,0.00078104664882,0.00262558996677,-0.0105971477116,0.0,0.156370996094,0.0137032996863,-0.267703445254,0.738030837223,-0.0878023819477,13.0991372993,21.3774089813,
23:37;12-15-16,0.0489616680145,0.00276883323987,0.00271731674671,-0.0198769103522,0.0,0.163493005371,0.0294854994863,0.145094294036,0.560202621282,-0.00889047280861,13.3101414593,25.046541214,
23:37;12-15-16,0.054286664327,-0.000449763337771,0.00380176663399,-0.0193257888944,0.0,0.189156994629,0.0404764004052,-0.501016139917,0.541498520328,-0.171910814997,14.6086148108,31.4585113525,
23:37;12-15-16,0.0584936650594,-3.65046660105e-05,0.00421693325043,-0.0190890309011,0.0,0.215635009766,0.0516654998064,0.12324913934,0.220156219794,-0.100469893815,15.5581923513,36.2241096497,
23:37;12-15-16,0.059839998881,1.88151669378e-05,0.00418746670087,-0.0192196970947,0.0,0.205787011719,0.063895098865,0.0933002703229,0.483351510656,-0.0502016290858,15.6889462514,39.0872573853,
23:37;12-15-16,0.0691493352254,-0.00301262656848,0.00538506666819,-0.0101419652855,0.0,0.244535009766,0.0661576017737,0.0103695575225,0.539508170414,-0.148539341543,18.7009857958,44.8899993896,
23:37;12-15-16,0.0763720003764,0.00180691659451,0.00587063352267,-0.0143745228238,0.0,0.267969995117,0.0782831013203,0.506696973074,0.497472276631,-0.0306062018986,20.0603373701,48.8450317383,
23:37;12-15-16,0.0828259976705,-0.00650316675504,0.00634720007579,0.00332668061985,0.0,0.295201000977,0.0700775980949,0.221741276864,0.453430230782,-0.172358936604,22.8454867013,54.762928009,
23:37;12-15-16,0.0841620000203,0.00170304993788,0.00642719984055,0.00207738102176,0.0,0.293110009766,0.0659186020494,0.31955233019,0.528099202416,-0.0879737935397,23.4189311678,57.4812393188,
23:37;12-15-16,0.0915746688843,0.00134304662546,0.0074586669604,-0.00286630056239,0.0,0.321888989258,0.0709637030959,-0.0351241789192,0.323259123591,-0.0726268254839,25.2743637436,60.6896362305,
23:37;12-15-16,0.100885664622,0.000160997000833,0.00841320037842,-0.0036754519713,0.0,0.353787988281,0.0752912014723,-0.180748941294,0.527440852738,-0.0616586390084,27.63547729,64.8583221436,
23:37;12-15-16,0.107614339193,0.00803743362427,0.00954216639201,-0.0289649858422,0.0,0.385041992188,0.110547997057,-0.315443429246,0.40021942697,-0.180725432898,25.6480623572,66.0216217041,
23:37;12-15-16,0.115782661438,0.00392643332481,0.0102521999677,-0.045926596847,0.0,0.408416992187,0.170817002654,0.0422008336274,0.592565453751,-0.164478893278,23.4463142734,66.571395874,
23:37;12-15-16,0.125646336873,0.00579779982567,0.0108081666629,-0.0686144021318,0.0,0.448470996094,0.26079800725,0.36402689026,0.506506299293,-0.107186807279,18.9285744674,63.1994476318,
23:37;12-15-16,0.130183334351,-0.000632156680028,0.0120699000359,-0.0690660805368,0.0,0.453425,0.356835991144,0.350373449521,0.490604012875,-0.0875244204368,15.7952875458,57.2549057007,
23:37;12-15-16,0.140954335531,-0.0035640335083,0.0138473002116,-0.0553886539644,0.0,0.499379980469,0.436280995607,-0.218920812729,0.468324329806,-0.108882227059,15.8778886185,51.8354797363,
23:37;12-15-16,0.147163327535,-0.006156599919,0.0144415998459,-0.0295854667602,0.0,0.519829003906,0.483188986778,0.145449062122,0.341040563588,-0.130758305228,18.5285725891,47.4892578125,
23:37;12-15-16,0.161228001912,0.000903419951598,0.0157788340251,-0.0284712568119,0.0,0.574302001953,0.525188028812,0.071935134546,0.579575784794,-0.120355439628,18.45198135,41.6573638916,
23:37;12-15-16,0.171161003113,0.0067608332634,0.0167742665609,-0.0574783549407,0.0,0.610987988281,0.614431977272,0.0521839766828,0.517364057864,-0.10181113322,9.7415169351,38.380241394,
23:37;12-15-16,0.181099662781,0.00656949996948,0.0175606997808,-0.0935793871609,0.0,0.646645996094,0.775371015072,-0.552517728067,0.555299188493,-0.0732758303248,-5.87022527067,52.6421890259,
23:38;12-15-16,0.190286661784,-0.00419963320096,0.018854765892,-0.0829822406351,0.0,0.672627001953,0.950896024704,-0.275527118596,0.517032537028,-0.0365557741821,-13.8399015791,81.7888793945,
23:38;12-15-16,0.194614995321,0.00316471000512,0.0190066003799,-0.0923936880664,0.0,0.678881982422,1.12689995766,0.064379161256,0.571311839372,-0.145867406337,-200.0,1530.51220703,
23:38;12-15-16,-0.000651143342257,-8.94353352487e-05,-0.000140968002379,0.000488680920134,0.0,0.0942478027344,-0.000133227993501,0.656487513259,0.290776208518,-0.0851983619043,-0.195616642904,1491.6015625,
23:38;12-15-16,0.00297698338826,-0.0001292313387,7.39733316004e-05,0.000664900018598,0.0,0.0942478027344,-0.000121021002997,-0.145134596456,0.451630111602,-0.0492381198151,0.891119428198,1477.35656738,
