time,speedX,speedY,speedZ,angle,damage,rpm,trackPos,steering,accel,brake,reward,loss,
18:53;12-16-16,0.0,0.0,-0.00012713133047,5.56550782033e-08,0.0,0.0942478027344,9.53673975346e-08,-0.58998632431,0.594410479069,7.71877678961e-14,0.0,0.0,
18:53;12-16-16,0.000401706670721,-0.000145281665027,1.84921671947e-05,-0.00013852081868,0.0,0.0942478027344,-5.36918996659e-05,-0.589985728264,0.594532310963,7.70259846032e-14,0.120453074022,0.0,
18:53;12-16-16,0.00707596699397,-0.000539826651414,-0.000134564327697,0.00108028393853,0.0,0.0942478027344,-0.00128278997727,-0.602352261543,0.594267189503,3.46828583919e-14,2.11285032774,0.0,
18:53;12-16-16,0.0140551996231,-0.00148644338051,-1.50416667263e-05,0.00501795275114,0.0,0.0942478027344,-0.00510693015531,-0.583036541939,0.639000654221,5.05387764515e-14,4.12803360684,0.0,
18:53;12-16-16,0.0207304334641,-0.00204343001048,-4.86386660486e-05,0.0112841232116,0.0,0.0942478027344,-0.0122028999031,-0.577037811279,0.612492620945,7.90035964708e-14,5.91890791826,0.0,
18:53;12-16-16,0.0270886325836,-0.00263010342916,-6.29090021054e-05,0.0197946589401,0.0,0.110361999512,-0.0240157004446,-0.497250854969,0.680755853653,1.06140432814e-12,7.41067392306,0.0,
18:53;12-16-16,0.0350283336639,-0.00303083658218,-4.58613348504e-05,0.0291451482614,0.0,0.131666003418,-0.0407886989415,-0.191702306271,0.852988600731,5.64724829399e-12,9.07501319288,0.0,
18:53;12-16-16,0.0458830006917,-0.00141838997602,-7.73866660893e-05,0.0344130379198,0.0,0.160042004395,-0.0595350004733,-0.107549026608,0.938259661198,3.4454186032e-11,11.379787924,0.0,
18:53;12-16-16,0.0590063349406,-0.00103595664104,-6.26003307601e-05,0.0379663240615,0.0,0.211618994141,-0.0829038992524,-0.108629763126,0.95505553484,1.99399941003e-10,14.0021830145,0.0,
18:53;12-16-16,0.074068997701,-0.00131543666124,3.8609666129e-05,0.0423949561882,0.0,0.270652001953,-0.114794000983,-0.115022316575,0.954843997955,6.29280905162e-10,16.5223126808,0.0,
18:53;12-16-16,0.0934946695964,-0.00157073666652,-0.000173677665492,0.0488197111753,0.0,0.357238989258,-0.159823000431,0.318286031485,0.892666816711,6.32441032877e-09,18.9513821959,0.0,
18:53;12-16-16,0.115039672852,0.00389406681061,-3.27239651233e-05,0.0309015794742,0.0,0.485079003906,-0.197272002697,0.839128255844,0.773347139359,9.59537942435e-08,24.1959968623,0.0,
18:53;12-16-16,0.133640670776,0.00557040015856,-2.75411332647e-05,-0.0207196647903,0.0,0.586435009766,-0.187695994973,0.220564365387,0.865401744843,1.67006618312e-07,29.8742723498,0.0,
18:53;12-16-16,0.158709335327,-0.00943643331528,-7.4770996968e-05,-0.0769200397791,0.0,0.919913964844,-0.119855001569,-0.297707170248,0.733356237411,3.09149862827e-12,29.128654637,0.0,
18:53;12-16-16,0.183383661906,-0.012405333519,-7.13663361967e-05,-0.0865291590632,0.0,0.799225,-0.0103519996628,-0.677686750889,0.598350167274,4.82941048263e-11,37.6535533938,0.0,
18:53;12-16-16,0.199426663717,-0.00199032664299,4.90699987859e-05,-0.031057964353,0.0,0.765922998047,0.0896790027618,-0.491916328669,0.685267984867,1.17216042428e-10,48.3498606476,0.0,
18:53;12-16-16,0.196882006327,-0.000146507335206,-1.1981233644e-05,0.0302501279896,0.0,0.428281005859,0.0881969034672,-0.42614865303,0.729450643063,1.32548621601e-13,47.9840792587,0.0,
18:53;12-16-16,0.205971666972,-0.00106382668018,-7.20363358657e-05,0.0778084413557,0.0,0.470762988281,-0.0294000990689,0.254561305046,0.834768533707,1.7277523412e-08,43.1833764444,0.0,
18:53;12-16-16,0.219623006185,0.00298482338587,8.51613345246e-05,0.0673971846339,0.0,0.503039013672,-0.196706995368,0.904430270195,0.292658358812,9.34215336201e-08,37.6085255739,0.0,
18:53;12-16-16,0.217950337728,0.00319802323977,5.33356680535e-06,0.0217412476294,0.0,0.483008007812,-0.291857987642,0.690022587776,0.496418207884,1.06693796909e-07,41.6869962522,0.0,
18:53;12-16-16,0.221162668864,0.00113790333271,-0.000138320662081,-0.029600108944,0.0,0.498170019531,-0.275721997023,0.212402299047,0.562911629677,7.13377994543e-06,41.607309418,0.0,
18:53;12-16-16,0.229086990356,0.00185062666734,0.00010814866672,-0.0620511843559,0.0,0.512010009766,-0.159698992968,-0.407600641251,0.644556939602,9.19814051314e-12,43.1361168664,0.0,
18:53;12-16-16,0.238153991699,-0.00247616668542,-5.32103329897e-05,-0.0400003164377,0.0,0.540002001953,-0.0286328997463,-0.688932180405,0.488440841436,1.70042504383e-11,59.882426903,0.0,
18:53;12-16-16,0.241618677775,0.000144040671488,-0.000157618001103,0.00710084015536,0.0,0.543445996094,0.00984305981547,-0.507460474968,0.665049672127,1.1459023834e-11,70.1372098707,0.0,
18:53;12-16-16,0.249743321737,0.00244055668513,-2.21023662016e-05,0.053245160631,0.0,0.571672021484,-0.0640105009079,-0.134026125073,0.837823748589,3.08084439037e-12,56.6069954964,0.0,
18:53;12-16-16,0.264878667196,0.00268756330013,-0.000270591005683,0.0816647571433,0.0,0.608672998047,-0.239547997713,0.590762078762,0.283998697996,4.6666855269e-06,37.6632354911,0.0,
18:53;12-16-16,0.264666341146,0.000767839998007,7.06293309728e-05,0.0489438495731,0.0,0.583502001953,-0.425327986479,0.999909341335,0.0368684343994,1.61950666636e-13,32.5314946348,0.0,
18:53;12-16-16,0.253730341593,-0.0123856329918,5.72660006583e-06,-0.017940985508,0.0,0.544968994141,-0.491230010986,0.97216552496,0.366901934147,8.58066534493e-11,34.3181776526,0.0,
18:53;12-16-16,0.248529001872,-0.0190349992116,-1.64318007107e-05,-0.0793083141877,0.0,0.560779003906,-0.416743010283,-0.355725765228,0.376982450485,1.02273658292e-11,22.7995279592,0.0,
18:53;12-16-16,0.251210988363,-0.00632183353106,-6.80816670259e-05,-0.0717710710252,0.0,0.557566992188,-0.239794000983,-0.724798083305,0.38722589612,5.07236197489e-10,38.5350232511,0.0,
18:53;12-16-16,0.252073669434,0.00171566009521,-7.49550014734e-05,-0.0187835182026,0.0,0.561449023438,-0.12491299957,-0.632297039032,0.455283164978,2.06455200158e-10,61.5843952305,0.0,
